Datetime,Open,High,Low,Close,Volume,Symbol
2026-02-06 09:15:00+05:30,380.0,404.1,361.0,362.4,442,NIFTY10FEB2625950PE
2026-02-06 09:18:00+05:30,361.8,384.65,351.15,373.85,660,NIFTY10FEB2625950PE
2026-02-06 09:21:00+05:30,372.65,380.85,364.6,374.8,639,NIFTY10FEB2625950PE
2026-02-06 09:24:00+05:30,376.45,381.15,364.5,380.0,1051,NIFTY10FEB2625950PE
2026-02-06 09:27:00+05:30,377.3,382.55,360.0,378.4,150,NIFTY10FEB2625950PE
2026-02-06 09:30:00+05:30,383.15,392.7,379.8,383.0,611,NIFTY10FEB2625950PE
2026-02-06 09:33:00+05:30,383.0,392.65,376.8,391.8,114,NIFTY10FEB2625950PE
2026-02-06 09:36:00+05:30,389.4,411.1,388.1,411.1,330,NIFTY10FEB2625950PE
2026-02-06 09:39:00+05:30,409.25,409.25,396.4,406.0,248,NIFTY10FEB2625950PE
2026-02-06 09:42:00+05:30,405.35,423.0,402.9,420.4,216,NIFTY10FEB2625950PE
2026-02-06 09:45:00+05:30,419.35,419.35,396.1,396.1,207,NIFTY10FEB2625950PE
2026-02-06 09:48:00+05:30,397.2,400.0,389.35,399.8,340,NIFTY10FEB2625950PE
2026-02-06 09:51:00+05:30,397.8,401.25,394.95,400.0,133,NIFTY10FEB2625950PE
2026-02-06 09:54:00+05:30,398.9,409.7,398.9,409.2,56,NIFTY10FEB2625950PE
2026-02-06 09:57:00+05:30,410.0,411.1,397.4,397.4,66,NIFTY10FEB2625950PE
2026-02-06 10:00:00+05:30,394.65,424.75,391.25,420.55,208,NIFTY10FEB2625950PE
2026-02-06 10:03:00+05:30,419.5,433.35,410.0,410.15,286,NIFTY10FEB2625950PE
2026-02-06 10:06:00+05:30,412.2,433.0,412.2,418.0,98,NIFTY10FEB2625950PE
2026-02-06 10:09:00+05:30,416.0,445.55,414.45,438.95,181,NIFTY10FEB2625950PE
2026-02-06 10:12:00+05:30,442.05,449.05,426.45,436.75,198,NIFTY10FEB2625950PE
2026-02-06 10:15:00+05:30,437.3,441.3,423.85,424.75,312,NIFTY10FEB2625950PE
2026-02-06 10:18:00+05:30,420.55,421.6,407.85,414.75,63,NIFTY10FEB2625950PE
2026-02-06 10:21:00+05:30,414.4,421.1,404.0,407.55,452,NIFTY10FEB2625950PE
2026-02-06 10:24:00+05:30,408.05,426.2,407.75,418.3,192,NIFTY10FEB2625950PE
2026-02-06 10:27:00+05:30,419.65,447.9,418.35,447.25,293,NIFTY10FEB2625950PE
2026-02-06 10:30:00+05:30,448.95,457.7,440.8,446.0,311,NIFTY10FEB2625950PE
2026-02-06 10:33:00+05:30,445.05,454.95,444.6,448.15,51,NIFTY10FEB2625950PE
2026-02-06 10:36:00+05:30,445.2,450.0,435.65,439.45,188,NIFTY10FEB2625950PE
2026-02-06 10:39:00+05:30,440.6,453.95,435.5,449.55,58,NIFTY10FEB2625950PE
2026-02-06 10:42:00+05:30,451.05,457.0,447.65,452.0,37,NIFTY10FEB2625950PE
2026-02-06 10:45:00+05:30,455.0,460.0,440.1,444.85,62,NIFTY10FEB2625950PE
2026-02-06 10:48:00+05:30,447.0,455.3,444.4,453.7,17,NIFTY10FEB2625950PE
2026-02-06 10:51:00+05:30,452.2,459.5,449.35,452.0,34,NIFTY10FEB2625950PE
2026-02-06 10:54:00+05:30,450.45,462.0,449.3,449.55,98,NIFTY10FEB2625950PE
2026-02-06 10:57:00+05:30,452.75,452.75,437.15,437.15,138,NIFTY10FEB2625950PE
2026-02-06 11:00:00+05:30,437.7,437.7,419.35,424.75,129,NIFTY10FEB2625950PE
2026-02-06 11:03:00+05:30,428.35,428.95,413.2,416.7,121,NIFTY10FEB2625950PE
2026-02-06 11:06:00+05:30,417.3,418.65,409.95,411.25,111,NIFTY10FEB2625950PE
2026-02-06 11:09:00+05:30,412.65,412.65,397.85,405.5,67,NIFTY10FEB2625950PE
2026-02-06 11:12:00+05:30,403.25,407.9,389.5,390.0,268,NIFTY10FEB2625950PE
2026-02-06 11:15:00+05:30,388.0,403.05,385.5,391.3,277,NIFTY10FEB2625950PE
2026-02-06 11:18:00+05:30,390.45,396.8,377.05,377.05,122,NIFTY10FEB2625950PE
2026-02-06 11:21:00+05:30,380.0,380.0,369.05,375.85,352,NIFTY10FEB2625950PE
2026-02-06 11:24:00+05:30,378.1,382.65,368.95,373.15,98,NIFTY10FEB2625950PE
2026-02-06 11:27:00+05:30,370.6,380.3,370.0,374.6,49,NIFTY10FEB2625950PE
2026-02-06 11:30:00+05:30,375.65,377.0,369.3,373.75,73,NIFTY10FEB2625950PE
2026-02-06 11:33:00+05:30,376.75,376.75,351.0,360.4,536,NIFTY10FEB2625950PE
2026-02-06 11:36:00+05:30,360.4,362.05,332.75,332.75,493,NIFTY10FEB2625950PE
2026-02-06 11:39:00+05:30,332.9,344.3,325.0,331.45,457,NIFTY10FEB2625950PE
2026-02-06 11:42:00+05:30,330.65,343.75,326.7,343.75,570,NIFTY10FEB2625950PE
2026-02-06 11:45:00+05:30,343.6,351.5,331.8,334.85,571,NIFTY10FEB2625950PE
