Datetime,Open,High,Low,Close,Volume,Symbol
2026-02-03 09:15:00+05:30,350.0,420.3,175.95,211.75,5363,NIFTY10FEB2625950CE
2026-02-03 09:18:00+05:30,208.5,235.15,200.0,235.15,3210,NIFTY10FEB2625950CE
2026-02-03 09:21:00+05:30,233.8,247.75,230.0,237.35,1945,NIFTY10FEB2625950CE
2026-02-03 09:24:00+05:30,237.55,244.0,201.0,209.3,2412,NIFTY10FEB2625950CE
2026-02-03 09:27:00+05:30,208.05,224.0,204.65,207.5,1440,NIFTY10FEB2625950CE
2026-02-03 09:30:00+05:30,207.1,207.8,193.45,193.45,1136,NIFTY10FEB2625950CE
2026-02-03 09:33:00+05:30,196.45,200.0,178.75,183.9,912,NIFTY10FEB2625950CE
2026-02-03 09:36:00+05:30,182.2,187.0,177.45,181.95,1379,NIFTY10FEB2625950CE
2026-02-03 09:39:00+05:30,182.0,186.0,166.05,167.05,1020,NIFTY10FEB2625950CE
2026-02-03 09:42:00+05:30,167.1,168.35,154.55,161.3,1027,NIFTY10FEB2625950CE
2026-02-03 09:45:00+05:30,158.2,160.55,135.75,148.9,1183,NIFTY10FEB2625950CE
2026-02-03 09:48:00+05:30,149.65,174.65,149.35,171.15,1407,NIFTY10FEB2625950CE
2026-02-03 09:51:00+05:30,171.0,180.0,159.95,163.55,1277,NIFTY10FEB2625950CE
2026-02-03 09:54:00+05:30,164.65,164.65,150.8,154.05,1028,NIFTY10FEB2625950CE
2026-02-03 09:57:00+05:30,154.0,157.85,138.5,142.2,1133,NIFTY10FEB2625950CE
2026-02-03 10:00:00+05:30,142.7,149.9,142.25,147.4,1049,NIFTY10FEB2625950CE
2026-02-03 10:03:00+05:30,147.2,151.8,134.0,134.0,1055,NIFTY10FEB2625950CE
2026-02-03 10:06:00+05:30,134.2,134.3,123.0,132.75,1177,NIFTY10FEB2625950CE
2026-02-03 10:09:00+05:30,133.2,141.0,128.25,130.9,645,NIFTY10FEB2625950CE
2026-02-03 10:12:00+05:30,131.75,137.1,126.7,137.05,502,NIFTY10FEB2625950CE
2026-02-03 10:15:00+05:30,136.9,161.75,136.9,156.7,1161,NIFTY10FEB2625950CE
2026-02-03 10:18:00+05:30,159.05,168.85,156.75,167.25,1105,NIFTY10FEB2625950CE
2026-02-03 10:21:00+05:30,167.15,171.4,162.25,167.0,1195,NIFTY10FEB2625950CE
2026-02-03 10:24:00+05:30,167.15,177.35,165.85,175.0,900,NIFTY10FEB2625950CE
2026-02-03 10:27:00+05:30,172.75,176.5,164.5,165.3,765,NIFTY10FEB2625950CE
2026-02-03 10:30:00+05:30,166.7,177.45,161.35,173.85,865,NIFTY10FEB2625950CE
2026-02-03 10:33:00+05:30,172.85,184.15,172.25,177.95,1165,NIFTY10FEB2625950CE
