Datetime,Open,High,Low,Close,Volume,Symbol
2026-02-05 09:15:00+05:30,296.0,303.95,272.75,277.6,1881,NIFTY10FEB2625950PE
2026-02-05 09:18:00+05:30,276.1,298.6,267.15,295.95,1463,NIFTY10FEB2625950PE
2026-02-05 09:21:00+05:30,296.05,310.9,296.05,307.25,1654,NIFTY10FEB2625950PE
2026-02-05 09:24:00+05:30,307.1,315.0,300.7,307.1,1165,NIFTY10FEB2625950PE
2026-02-05 09:27:00+05:30,307.6,317.3,298.9,300.0,770,NIFTY10FEB2625950PE
2026-02-05 09:30:00+05:30,299.45,301.25,279.1,286.85,1111,NIFTY10FEB2625950PE
2026-02-05 09:33:00+05:30,286.85,300.4,275.2,298.0,1222,NIFTY10FEB2625950PE
2026-02-05 09:36:00+05:30,298.85,316.0,294.0,311.5,1167,NIFTY10FEB2625950PE
2026-02-05 09:39:00+05:30,311.5,319.4,304.2,317.35,717,NIFTY10FEB2625950PE
2026-02-05 09:42:00+05:30,317.9,338.15,317.9,334.85,1097,NIFTY10FEB2625950PE
2026-02-05 09:45:00+05:30,333.85,345.95,333.35,342.55,984,NIFTY10FEB2625950PE
2026-02-05 09:48:00+05:30,341.9,353.5,334.6,338.4,521,NIFTY10FEB2625950PE
2026-02-05 09:51:00+05:30,338.45,352.35,335.65,348.0,406,NIFTY10FEB2625950PE
2026-02-05 09:54:00+05:30,349.5,364.0,347.7,350.1,404,NIFTY10FEB2625950PE
2026-02-05 09:57:00+05:30,349.15,350.15,335.6,341.8,441,NIFTY10FEB2625950PE
2026-02-05 10:00:00+05:30,341.85,353.7,338.4,352.55,463,NIFTY10FEB2625950PE
2026-02-05 10:03:00+05:30,352.6,354.55,337.1,344.6,262,NIFTY10FEB2625950PE
2026-02-05 10:06:00+05:30,343.25,348.05,332.3,343.7,293,NIFTY10FEB2625950PE
2026-02-05 10:09:00+05:30,344.95,344.95,320.8,324.4,334,NIFTY10FEB2625950PE
2026-02-05 10:12:00+05:30,324.8,327.0,316.0,321.05,250,NIFTY10FEB2625950PE
2026-02-05 10:15:00+05:30,319.55,326.0,315.25,325.05,231,NIFTY10FEB2625950PE
2026-02-05 10:18:00+05:30,325.65,325.65,305.35,305.35,360,NIFTY10FEB2625950PE
2026-02-05 10:21:00+05:30,305.0,311.85,293.0,295.0,529,NIFTY10FEB2625950PE
2026-02-05 10:24:00+05:30,293.25,299.6,289.35,295.0,264,NIFTY10FEB2625950PE
2026-02-05 10:27:00+05:30,295.2,310.35,290.8,308.4,428,NIFTY10FEB2625950PE
2026-02-05 10:30:00+05:30,308.1,321.8,306.05,315.3,775,NIFTY10FEB2625950PE
2026-02-05 10:33:00+05:30,315.0,327.3,315.0,325.6,470,NIFTY10FEB2625950PE
2026-02-05 10:36:00+05:30,326.35,337.45,320.4,337.45,430,NIFTY10FEB2625950PE
2026-02-05 10:39:00+05:30,338.0,343.1,325.6,325.9,582,NIFTY10FEB2625950PE
2026-02-05 10:42:00+05:30,326.0,334.0,325.0,332.9,308,NIFTY10FEB2625950PE
2026-02-05 10:45:00+05:30,336.0,338.55,330.0,338.55,247,NIFTY10FEB2625950PE
2026-02-05 10:48:00+05:30,337.55,342.4,332.0,332.0,207,NIFTY10FEB2625950PE
2026-02-05 10:51:00+05:30,332.85,341.05,330.0,341.05,230,NIFTY10FEB2625950PE
2026-02-05 10:54:00+05:30,338.55,346.4,337.35,343.75,318,NIFTY10FEB2625950PE
2026-02-05 10:57:00+05:30,343.35,355.0,340.0,347.2,465,NIFTY10FEB2625950PE
2026-02-05 11:00:00+05:30,345.45,358.4,342.15,342.35,311,NIFTY10FEB2625950PE
2026-02-05 11:03:00+05:30,340.35,340.35,331.95,333.05,264,NIFTY10FEB2625950PE
