Datetime,Open,High,Low,Close,Volume,Symbol
2026-02-01 09:15:00+05:30,667.85,680.65,667.85,680.2,6,NIFTY10FEB2625950PE
2026-02-01 09:20:00+05:30,680.2,680.2,673.6,673.6,3,NIFTY10FEB2625950PE
2026-02-01 09:25:00+05:30,680.15,680.15,670.7,670.7,3,NIFTY10FEB2625950PE
2026-02-01 09:30:00+05:30,679.2,679.2,674.15,674.45,6,NIFTY10FEB2625950PE
2026-02-01 09:40:00+05:30,670.9,670.9,670.9,670.9,1,NIFTY10FEB2625950PE
2026-02-01 09:45:00+05:30,645.0,655.7,642.0,655.7,4,NIFTY10FEB2625950PE
2026-02-01 09:55:00+05:30,655.0,655.0,655.0,655.0,1,NIFTY10FEB2625950PE
2026-02-01 10:00:00+05:30,660.0,660.0,658.6,658.65,4,NIFTY10FEB2625950PE
2026-02-01 10:30:00+05:30,625.0,632.0,625.0,632.0,6,NIFTY10FEB2625950PE
2026-02-01 11:00:00+05:30,637.45,644.85,637.45,644.85,2,NIFTY10FEB2625950PE
2026-02-01 11:05:00+05:30,590.05,590.05,560.0,574.55,17,NIFTY10FEB2625950PE
2026-02-01 11:10:00+05:30,567.95,569.0,567.95,569.0,2,NIFTY10FEB2625950PE
2026-02-01 11:15:00+05:30,592.25,592.25,588.05,588.05,2,NIFTY10FEB2625950PE
2026-02-01 11:20:00+05:30,609.0,624.95,601.8,606.6,8,NIFTY10FEB2625950PE
2026-02-01 11:25:00+05:30,606.0,606.8,606.0,606.8,2,NIFTY10FEB2625950PE
2026-02-01 11:30:00+05:30,604.05,604.05,604.05,604.05,1,NIFTY10FEB2625950PE
2026-02-01 11:40:00+05:30,629.0,642.5,629.0,642.5,2,NIFTY10FEB2625950PE
2026-02-01 11:45:00+05:30,668.2,669.0,656.9,657.2,7,NIFTY10FEB2625950PE
2026-02-01 11:50:00+05:30,641.75,647.85,637.35,647.85,54,NIFTY10FEB2625950PE
2026-02-01 12:00:00+05:30,680.0,680.0,680.0,680.0,1,NIFTY10FEB2625950PE
2026-02-01 12:05:00+05:30,680.0,680.0,611.25,635.7,21,NIFTY10FEB2625950PE
2026-02-01 12:10:00+05:30,604.6,726.6,604.6,726.6,14,NIFTY10FEB2625950PE
2026-02-01 12:20:00+05:30,879.65,901.75,857.4,867.1,8,NIFTY10FEB2625950PE
2026-02-01 12:30:00+05:30,1109.3,1146.7,1106.3,1146.7,10,NIFTY10FEB2625950PE
2026-02-01 12:35:00+05:30,1043.4,1043.4,1014.45,1014.45,3,NIFTY10FEB2625950PE
2026-02-01 12:50:00+05:30,962.65,962.65,962.65,962.65,2,NIFTY10FEB2625950PE
2026-02-01 13:10:00+05:30,831.6,831.6,831.6,831.6,2,NIFTY10FEB2625950PE
2026-02-01 13:30:00+05:30,869.45,869.45,869.45,869.45,2,NIFTY10FEB2625950PE
2026-02-01 13:50:00+05:30,918.75,918.75,918.65,918.65,2,NIFTY10FEB2625950PE
2026-02-01 14:05:00+05:30,932.85,932.85,932.85,932.85,1,NIFTY10FEB2625950PE
2026-02-01 14:40:00+05:30,898.95,899.0,898.95,899.0,12,NIFTY10FEB2625950PE
2026-02-01 14:45:00+05:30,941.0,959.0,941.0,959.0,10,NIFTY10FEB2625950PE
2026-02-01 14:55:00+05:30,1041.95,1041.95,1032.15,1032.15,3,NIFTY10FEB2625950PE
2026-02-01 15:25:00+05:30,1225.65,1225.65,1216.6,1216.65,4,NIFTY10FEB2625950PE
